agent,root_cause_name,net_env,scenario_topo_size,session_id,csv_tool_errors,log_is_err,log_txt_err,log_any_err
SADE,mac_address_conflict,dc_clos_bgp,m,0429050429,0,0,0,0
SADE,mac_address_conflict,dc_clos_bgp,l,0429050857,0,2,0,2
SADE,mac_address_conflict,dc_clos_service,s,0429051723,0,0,0,0
SADE,mac_address_conflict,dc_clos_service,m,0429052051,0,0,0,0
SADE,mac_address_conflict,dc_clos_service,l,0429052546,0,0,0,0
SADE,mac_address_conflict,ospf_enterprise_static,s,0429053357,0,0,0,0
SADE,mac_address_conflict,ospf_enterprise_static,m,0429053926,0,0,0,0
SADE,mac_address_conflict,ospf_enterprise_static,l,0429054513,0,0,1,1
SADE,mac_address_conflict,rip_small_internet_vpn,s,0429055219,0,0,0,0
SADE,mac_address_conflict,rip_small_internet_vpn,m,0429055459,0,0,0,0
SADE,mac_address_conflict,rip_small_internet_vpn,l,0429055735,0,0,0,0
SADE,mac_address_conflict,sdn_star,s,0430155925,0,0,0,0
SADE,mac_address_conflict,sdn_star,m,0430160139,0,0,0,0
SADE,mac_address_conflict,sdn_star,l,0430160433,0,0,0,0
SADE,mac_address_conflict,sdn_clos,s,0430160806,0,0,0,0
SADE,mac_address_conflict,sdn_clos,m,0430161009,0,0,0,0
SADE,mac_address_conflict,sdn_clos,l,0430162219,0,0,0,0
SADE,mac_address_conflict,p4_bloom_filter,-,0430163742,0,2,0,2
SADE,mac_address_conflict,p4_counter,-,0430164612,0,1,0,1
SADE,mac_address_conflict,p4_int,-,0430164912,0,1,0,1
SADE,mac_address_conflict,p4_mpls,-,0430165917,0,0,0,0
SADE,mac_address_conflict,simple_bgp,-,0429072220,0,0,0,0
SADE,ospf_area_misconfiguration,ospf_enterprise_static,s,0429072429,0,0,0,0
SADE,ospf_area_misconfiguration,ospf_enterprise_static,m,0429072718,0,0,0,0
SADE,ospf_area_misconfiguration,ospf_enterprise_static,l,0429073434,0,0,1,1
SADE,ospf_neighbor_missing,ospf_enterprise_static,s,0429074002,0,0,0,0
SADE,ospf_neighbor_missing,ospf_enterprise_static,m,0429074416,0,0,0,0
SADE,ospf_neighbor_missing,ospf_enterprise_static,l,0429075100,0,0,1,1
SADE,flow_rule_loop,sdn_star,s,0429123912,0,0,0,0
SADE,flow_rule_loop,sdn_star,m,0429124249,0,0,0,0
SADE,flow_rule_loop,sdn_star,l,0429124653,0,0,0,0
SADE,flow_rule_loop,sdn_clos,s,0429125013,0,0,0,0
SADE,flow_rule_loop,sdn_clos,m,0429125405,0,2,0,2
SADE,flow_rule_loop,sdn_clos,l,0429130313,0,0,0,0
SADE,flow_rule_shadowing,sdn_star,s,0429131604,0,0,0,0
SADE,flow_rule_shadowing,sdn_star,m,0429131952,0,0,0,0
SADE,flow_rule_shadowing,sdn_star,l,0429132300,0,0,0,0
SADE,flow_rule_shadowing,sdn_clos,s,0429132622,0,0,0,0
SADE,flow_rule_shadowing,sdn_clos,m,0429133050,0,1,0,1
SADE,flow_rule_shadowing,sdn_clos,l,0429134346,0,0,0,0
SADE,sdn_controller_crash,sdn_star,s,0429135829,0,2,0,2
SADE,sdn_controller_crash,sdn_star,m,0429140124,0,0,0,0
SADE,sdn_controller_crash,sdn_star,l,0429140505,0,0,0,0
SADE,sdn_controller_crash,sdn_clos,s,0429140843,0,0,0,0
SADE,sdn_controller_crash,sdn_clos,m,0429141136,0,0,0,0
SADE,sdn_controller_crash,sdn_clos,l,0429141451,0,0,0,0
SADE,southbound_port_block,sdn_star,s,0429141911,0,0,0,0
SADE,southbound_port_block,sdn_star,m,0429142210,0,0,0,0
SADE,southbound_port_block,sdn_star,l,0429142558,0,0,0,0
SADE,southbound_port_block,sdn_clos,s,0429142929,0,0,0,0
SADE,southbound_port_block,sdn_clos,m,0429143255,0,0,0,0
SADE,southbound_port_block,sdn_clos,l,0429143844,0,0,0,0
SADE,southbound_port_mismatch,sdn_star,s,0429144305,0,0,0,0
SADE,southbound_port_mismatch,sdn_star,m,0429144609,0,0,0,0
SADE,southbound_port_mismatch,sdn_star,l,0429144913,0,2,0,2
SADE,southbound_port_mismatch,sdn_clos,s,0429145236,0,0,0,0
SADE,southbound_port_mismatch,sdn_clos,m,0429145517,0,0,0,0
SADE,southbound_port_mismatch,sdn_clos,l,0429145850,0,0,0,0
SADE,p4_header_definition_error,p4_bloom_filter,-,0429150240,0,0,0,0
SADE,p4_header_definition_error,p4_counter,-,0429123935,0,2,0,2
SADE,p4_header_definition_error,p4_int,-,0429124651,0,4,0,4
SADE,p4_header_definition_error,p4_mpls,-,0429125154,0,0,0,0
SADE,p4_compilation_error_parser_state,p4_bloom_filter,-,0429125549,0,0,0,0
SADE,p4_compilation_error_parser_state,p4_counter,-,0429125854,0,0,0,0
SADE,p4_compilation_error_parser_state,p4_int,-,0429130236,0,0,0,0
SADE,p4_compilation_error_parser_state,p4_mpls,-,0429130721,0,3,0,3
SADE,mpls_label_limit_exceeded,p4_mpls,-,0429131324,0,1,0,1
SADE,p4_table_entry_misconfig,p4_bloom_filter,-,0429132152,0,0,0,0
SADE,p4_table_entry_misconfig,p4_counter,-,0429132806,0,4,0,4
SADE,p4_table_entry_misconfig,p4_int,-,0429133436,0,4,0,4
SADE,p4_table_entry_misconfig,p4_mpls,-,0429133939,0,2,0,2
SADE,p4_table_entry_missing,p4_bloom_filter,-,0429134806,0,0,0,0
SADE,p4_table_entry_missing,p4_counter,-,0429135213,0,4,0,4
SADE,p4_table_entry_missing,p4_int,-,0429135837,0,1,0,1
SADE,p4_table_entry_missing,p4_mpls,-,0429140723,0,1,0,1
SADE,bmv2_switch_down,p4_bloom_filter,-,0429141632,0,0,0,0
SADE,bmv2_switch_down,p4_counter,-,0429141913,0,0,0,0
SADE,bmv2_switch_down,p4_int,-,0429142231,0,0,0,0
SADE,bmv2_switch_down,p4_mpls,-,0429142533,0,1,0,1
SADE,frr_service_down,dc_clos_bgp,s,0429143419,0,0,0,0
SADE,frr_service_down,dc_clos_bgp,m,0429143735,0,0,0,0
SADE,frr_service_down,dc_clos_bgp,l,0429144351,0,0,0,0
SADE,frr_service_down,dc_clos_service,s,0429145042,0,0,0,0
SADE,frr_service_down,dc_clos_service,m,0429145405,0,0,0,0
SADE,frr_service_down,dc_clos_service,l,0429145915,0,0,0,0
SADE,frr_service_down,ospf_enterprise_static,s,0429150411,0,0,0,0
SADE,frr_service_down,ospf_enterprise_static,m,0429150816,0,0,0,0
SADE,frr_service_down,ospf_enterprise_static,l,0429151456,0,0,1,1
SADE,frr_service_down,rip_small_internet_vpn,s,0429152010,0,0,0,0
SADE,frr_service_down,rip_small_internet_vpn,m,0429152459,0,0,0,0
SADE,frr_service_down,rip_small_internet_vpn,l,0429153016,0,0,0,0
SADE,frr_service_down,simple_bgp,-,0429153341,0,0,0,0
SADE,arp_cache_poisoning,dc_clos_bgp,s,0429153616,0,0,0,0
SADE,arp_cache_poisoning,dc_clos_bgp,m,0429154054,0,0,0,0
SADE,arp_cache_poisoning,dc_clos_bgp,l,0429154659,0,0,0,0
SADE,arp_cache_poisoning,dc_clos_service,s,0429155225,0,0,0,0
SADE,arp_cache_poisoning,dc_clos_service,m,0429155717,0,0,0,0
SADE,arp_cache_poisoning,dc_clos_service,l,0429160728,0,0,0,0
SADE,arp_cache_poisoning,ospf_enterprise_static,s,0429161354,0,0,0,0
SADE,arp_cache_poisoning,ospf_enterprise_static,m,0429162153,0,0,0,0
SADE,arp_cache_poisoning,ospf_enterprise_static,l,0429163000,0,0,1,1
SADE,arp_cache_poisoning,rip_small_internet_vpn,s,0429163501,0,0,0,0
SADE,arp_cache_poisoning,rip_small_internet_vpn,m,0429163800,0,0,0,0
SADE,arp_cache_poisoning,rip_small_internet_vpn,l,0429164232,0,0,0,0
SADE,arp_cache_poisoning,sdn_star,s,0429164622,0,0,0,0
SADE,arp_cache_poisoning,sdn_star,m,0429165503,0,0,0,0
SADE,arp_cache_poisoning,sdn_star,l,0429170251,0,0,0,0
SADE,arp_cache_poisoning,sdn_clos,s,0429171006,0,0,0,0
SADE,arp_cache_poisoning,sdn_clos,m,0429171635,0,0,0,0
SADE,arp_cache_poisoning,sdn_clos,l,0429172626,0,0,0,0
SADE,arp_cache_poisoning,p4_bloom_filter,-,0429173945,0,0,0,0
SADE,arp_cache_poisoning,p4_counter,-,0429174541,0,3,0,3
SADE,arp_cache_poisoning,p4_int,-,0429175101,0,1,0,1
SADE,arp_cache_poisoning,p4_mpls,-,0429175845,0,0,0,0
SADE,arp_cache_poisoning,simple_bgp,-,0429180744,0,0,0,0
SADE,web_dos_attack,dc_clos_service,s,0429181057,0,0,0,0
SADE,web_dos_attack,dc_clos_service,m,0429181603,0,0,0,0
SADE,web_dos_attack,dc_clos_service,l,0429182339,0,0,0,0
SADE,web_dos_attack,ospf_enterprise_static,s,0429183932,0,0,0,0
SADE,web_dos_attack,ospf_enterprise_static,m,0429184919,0,0,0,0
SADE,web_dos_attack,ospf_enterprise_static,l,0429190244,0,0,1,1
SADE,web_dos_attack,rip_small_internet_vpn,s,0429190954,0,1,0,1
SADE,web_dos_attack,rip_small_internet_vpn,m,0429191830,0,0,0,0
SADE,web_dos_attack,rip_small_internet_vpn,l,0429192631,0,0,0,0
SADE,incast_traffic_network_limitation,dc_clos_service,s,0429193216,0,0,0,0
SADE,incast_traffic_network_limitation,dc_clos_service,m,0429193524,0,0,0,0
SADE,incast_traffic_network_limitation,dc_clos_service,l,0429194551,0,0,0,0
SADE,incast_traffic_network_limitation,ospf_enterprise_static,s,0429194934,0,0,0,0
SADE,incast_traffic_network_limitation,ospf_enterprise_static,m,0429195715,0,0,0,0
SADE,incast_traffic_network_limitation,ospf_enterprise_static,l,0429200156,0,0,1,1
SADE,incast_traffic_network_limitation,rip_small_internet_vpn,s,0429202239,0,0,0,0
SADE,incast_traffic_network_limitation,rip_small_internet_vpn,m,0429202543,0,2,0,2
SADE,incast_traffic_network_limitation,rip_small_internet_vpn,l,0429204256,0,0,0,0
SADE,link_bandwidth_throttling,dc_clos_bgp,s,0429205609,0,0,0,0
SADE,link_bandwidth_throttling,dc_clos_bgp,m,0429205954,0,0,0,0
SADE,link_bandwidth_throttling,dc_clos_bgp,l,0429210535,0,0,0,0
SADE,link_bandwidth_throttling,dc_clos_service,s,0429211532,0,0,0,0
SADE,link_bandwidth_throttling,dc_clos_service,m,0429211850,0,0,0,0
SADE,link_bandwidth_throttling,dc_clos_service,l,0429212540,0,0,0,0
SADE,link_bandwidth_throttling,ospf_enterprise_static,s,0429214518,0,0,0,0
SADE,link_bandwidth_throttling,ospf_enterprise_static,m,0429215145,0,0,0,0
SADE,link_bandwidth_throttling,ospf_enterprise_static,l,0429222204,0,0,1,1
SADE,link_bandwidth_throttling,rip_small_internet_vpn,m,0429224641,0,0,0,0
SADE,link_bandwidth_throttling,rip_small_internet_vpn,l,0429230003,0,0,0,0
SADE,link_bandwidth_throttling,sdn_star,s,0430055123,0,1,0,1
SADE,link_bandwidth_throttling,sdn_star,m,0430055353,0,0,0,0
SADE,link_bandwidth_throttling,sdn_star,l,0430055705,0,0,0,0
SADE,link_bandwidth_throttling,sdn_clos,s,0430060338,0,0,0,0
SADE,link_bandwidth_throttling,sdn_clos,m,0430060621,0,0,0,0
SADE,link_bandwidth_throttling,sdn_clos,l,0430061430,0,0,0,0
SADE,link_bandwidth_throttling,p4_bloom_filter,-,0430001316,0,0,0,0
SADE,link_bandwidth_throttling,p4_int,-,0430001916,0,4,0,4
SADE,link_bandwidth_throttling,p4_mpls,-,0430002223,0,1,0,1
SADE,link_bandwidth_throttling,simple_bgp,-,0430002518,0,0,0,0
SADE,link_high_packet_corruption,dc_clos_bgp,s,0430214450,0,0,0,0
SADE,link_high_packet_corruption,dc_clos_bgp,m,0430215220,0,0,0,0
SADE,link_high_packet_corruption,dc_clos_bgp,l,0430220352,0,0,0,0
SADE,link_high_packet_corruption,dc_clos_service,s,0430220846,0,2,0,2
SADE,link_high_packet_corruption,dc_clos_service,m,0430221249,0,0,0,0
SADE,link_high_packet_corruption,dc_clos_service,l,0430221650,0,2,0,2
SADE,link_high_packet_corruption,ospf_enterprise_static,s,0430222228,0,0,0,0
SADE,link_high_packet_corruption,ospf_enterprise_static,m,0430223110,0,0,0,0
SADE,link_high_packet_corruption,ospf_enterprise_static,l,0430223645,0,0,1,1
SADE,link_high_packet_corruption,rip_small_internet_vpn,s,0430224111,0,0,0,0
SADE,link_high_packet_corruption,rip_small_internet_vpn,m,0430224400,0,0,0,0
SADE,link_high_packet_corruption,rip_small_internet_vpn,l,0430224654,0,0,0,0
SADE,link_high_packet_corruption,sdn_star,s,0430064450,0,0,0,0
SADE,link_high_packet_corruption,sdn_star,m,0430065326,0,0,0,0
SADE,link_high_packet_corruption,sdn_star,l,0430065612,0,0,0,0
SADE,link_high_packet_corruption,sdn_clos,s,0430065950,0,0,0,0
SADE,link_high_packet_corruption,sdn_clos,m,0430070658,0,0,0,0
SADE,link_high_packet_corruption,sdn_clos,l,0430071728,0,0,0,0
SADE,link_high_packet_corruption,p4_bloom_filter,-,0430072726,0,0,0,0
SADE,link_high_packet_corruption,p4_counter,-,0430073434,0,0,0,0
SADE,link_high_packet_corruption,p4_int,-,0430073921,0,0,0,0
SADE,link_high_packet_corruption,p4_mpls,-,0430074624,0,0,0,0
SADE,link_high_packet_corruption,simple_bgp,-,0430225128,0,0,0,0
SADE,dns_lookup_latency,dc_clos_service,s,0430225428,0,0,0,0
SADE,dns_lookup_latency,dc_clos_service,m,0430225645,0,0,0,0
SADE,dns_lookup_latency,dc_clos_service,l,0430230001,0,0,0,0
SADE,receiver_resource_contention,dc_clos_service,s,0430230330,0,1,0,1
SADE,receiver_resource_contention,dc_clos_service,m,0430230916,0,3,0,3
SADE,receiver_resource_contention,dc_clos_service,l,0430231635,0,0,0,0
SADE,receiver_resource_contention,ospf_enterprise_static,s,0430233732,0,1,0,1
SADE,receiver_resource_contention,ospf_enterprise_static,m,0430234141,0,0,0,0
SADE,receiver_resource_contention,ospf_enterprise_static,l,0430235113,0,0,1,1
SADE,receiver_resource_contention,rip_small_internet_vpn,s,0430235758,0,1,0,1
SADE,receiver_resource_contention,rip_small_internet_vpn,l,0501001446,0,1,0,1
SADE,sender_application_delay,dc_clos_service,s,0501002248,0,0,0,0
SADE,sender_application_delay,dc_clos_service,m,0501003119,0,0,0,0
SADE,sender_application_delay,dc_clos_service,l,0501004354,0,0,0,0
SADE,sender_application_delay,ospf_enterprise_static,s,0501010153,0,0,0,0
SADE,sender_application_delay,ospf_enterprise_static,m,0501010913,0,0,0,0
SADE,sender_application_delay,ospf_enterprise_static,l,0501011547,0,0,1,1
SADE,sender_application_delay,rip_small_internet_vpn,s,0501012214,0,1,0,1
SADE,sender_application_delay,rip_small_internet_vpn,m,0501013110,0,1,0,1
SADE,sender_application_delay,rip_small_internet_vpn,l,0501013717,0,0,0,0
SADE,sender_resource_contention,dc_clos_service,s,0501014639,0,1,0,1
SADE,sender_resource_contention,dc_clos_service,m,0501015026,0,1,0,1
SADE,sender_resource_contention,dc_clos_service,l,0501015505,0,2,0,2
SADE,sender_resource_contention,ospf_enterprise_static,s,0501020258,0,1,0,1
SADE,sender_resource_contention,ospf_enterprise_static,m,0501020631,0,1,0,1
SADE,sender_resource_contention,ospf_enterprise_static,l,0501021157,0,0,1,1
SADE,sender_resource_contention,rip_small_internet_vpn,s,0501021821,0,0,0,0
SADE,sender_resource_contention,rip_small_internet_vpn,m,0501022536,0,1,0,1
SADE,sender_resource_contention,rip_small_internet_vpn,l,0501023053,0,2,0,2
